CustomerId,CustomerNumber,CustomerName,CustomerType,Industry,Region,CountryCode,Status,CreatedDate,GoLiveDate,BillingCurrency,DefaultTaxRate,CreditRating,IsAutoPay
438,CUST-000438,Customer 00438,SmallBusiness,Logistics,East US,US,Active,2023-05-13,2023-06-22,USD,0.0725,776,1
439,CUST-000439,Customer 00439,SmallBusiness,Healthcare,UK South,GB,Suspended,2023-07-24,2023-09-09,USD,0.0825,677,1
440,CUST-000440,Customer 00440,SmallBusiness,Manufacturing,East US,US,Active,2024-10-03,2024-11-19,USD,0.0000,776,1
441,CUST-000441,Customer 00441,MidMarket,Education,Central US,US,Churned,2023-06-21,2023-06-26,USD,0.0725,752,1
442,CUST-000442,Customer 00442,SmallBusiness,Technology,West US,US,Active,2023-12-17,2024-02-13,USD,0.0725,589,1
443,CUST-000443,Customer 00443,SmallBusiness,Media,West US,US,Active,2023-08-05,2023-09-21,USD,0.0650,599,1
444,CUST-000444,Customer 00444,MidMarket,Healthcare,Central US,US,Active,2025-02-28,2025-04-04,USD,0.0000,604,0
445,CUST-000445,Customer 00445,SmallBusiness,Education,Canada Central,CA,Active,2024-03-30,2024-04-24,USD,0.0500,685,0
446,CUST-000446,Customer 00446,MidMarket,Media,East US,US,Active,2023-11-05,2023-12-02,USD,0.0825,650,1
447,CUST-000447,Customer 00447,MidMarket,Education,East US,US,Active,2024-06-07,2024-07-24,USD,0.0000,834,1
448,CUST-000448,Customer 00448,MidMarket,Technology,West US,US,Active,2025-03-07,2025-03-24,USD,0.0725,731,1
449,CUST-000449,Customer 00449,SmallBusiness,Energy,UK South,GB,Active,2024-05-23,2024-07-21,USD,0.0000,586,1
450,CUST-000450,Customer 00450,MidMarket,Retail,East US,US,Churned,2025-05-05,2025-06-11,USD,0.0825,618,0
451,CUST-000451,Customer 00451,SmallBusiness,Education,East US,US,Active,2023-09-20,2023-11-01,USD,0.0000,631,0
452,CUST-000452,Customer 00452,SmallBusiness,Manufacturing,East US,US,Active,2025-05-22,2025-06-10,USD,0.0000,628,0
453,CUST-000453,Customer 00453,SmallBusiness,Retail,East US,US,Active,2023-01-10,2023-03-06,USD,0.0725,717,0
454,CUST-000454,Customer 00454,SmallBusiness,Finance,East US,US,Active,2024-01-17,2024-03-10,USD,0.0725,719,0
455,CUST-000455,Customer 00455,MidMarket,Retail,Canada Central,CA,Active,2025-03-30,2025-04-26,USD,0.0000,661,1
456,CUST-000456,Customer 00456,SmallBusiness,Energy,UK South,GB,Active,2024-05-09,2024-06-30,USD,0.0725,763,1
457,CUST-000457,Customer 00457,SmallBusiness,Logistics,West US,US,Active,2024-05-09,2024-07-07,USD,0.0000,713,1
458,CUST-000458,Customer 00458,MidMarket,Technology,East US,US,Churned,2024-12-22,2025-02-16,USD,0.0650,628,1
459,CUST-000459,Customer 00459,MidMarket,Logistics,West US,US,Active,2024-05-08,2024-05-31,USD,0.0825,607,1
460,CUST-000460,Customer 00460,SmallBusiness,Energy,West US,US,Suspended,2024-06-01,2024-07-26,USD,0.0000,831,1
461,CUST-000461,Customer 00461,SmallBusiness,Media,Central US,US,Active,2023-10-12,2023-10-16,USD,0.0725,700,1
462,CUST-000462,Customer 00462,SmallBusiness,Energy,Canada Central,CA,Active,2025-03-31,2025-05-07,USD,0.0000,834,0
463,CUST-000463,Customer 00463,SmallBusiness,Media,East US,US,Active,2023-04-16,2023-05-12,USD,0.0000,735,0
464,CUST-000464,Customer 00464,MidMarket,Manufacturing,UK South,GB,Active,2023-07-31,2023-09-11,USD,0.0000,694,0
465,CUST-000465,Customer 00465,MidMarket,Energy,Central US,US,Active,2024-07-27,2024-09-15,USD,0.0650,811,1
466,CUST-000466,Customer 00466,SmallBusiness,Education,West US,US,Active,2023-01-03,2023-01-25,USD,0.0650,634,1
467,CUST-000467,Customer 00467,MidMarket,Logistics,West US,US,Active,2024-05-19,2024-05-28,USD,0.0825,680,1
468,CUST-000468,Customer 00468,MidMarket,Technology,Canada Central,CA,Active,2023-08-09,2023-09-08,USD,0.0000,792,1
469,CUST-000469,Customer 00469,Enterprise,Energy,UK South,GB,Active,2023-05-07,2023-06-26,USD,0.0825,648,0
470,CUST-000470,Customer 00470,SmallBusiness,Logistics,East US,US,Suspended,2024-06-27,2024-08-14,USD,0.0725,840,0
471,CUST-000471,Customer 00471,SmallBusiness,Retail,West US,US,Active,2024-12-09,2025-01-16,USD,0.0825,744,1
472,CUST-000472,Customer 00472,Enterprise,Technology,Canada Central,CA,Active,2024-03-04,2024-04-12,USD,0.0650,730,1
473,CUST-000473,Customer 00473,MidMarket,Media,West US,US,Active,2023-05-22,2023-06-18,USD,0.0825,740,0
474,CUST-000474,Customer 00474,SmallBusiness,Education,UK South,GB,Active,2024-10-09,2024-10-23,USD,0.0500,671,1
475,CUST-000475,Customer 00475,MidMarket,Media,Central US,US,Active,2024-12-28,2025-01-05,USD,0.0825,793,1
476,CUST-000476,Customer 00476,MidMarket,Healthcare,UK South,GB,Active,2023-10-20,2023-12-16,USD,0.0000,775,1
477,CUST-000477,Customer 00477,MidMarket,Retail,East US,US,Churned,2023-07-24,2023-08-11,USD,0.0650,654,0
478,CUST-000478,Customer 00478,SmallBusiness,Manufacturing,Central US,US,Suspended,2023-07-28,2023-09-15,USD,0.0000,694,0
479,CUST-000479,Customer 00479,SmallBusiness,Education,UK South,GB,Active,2024-02-03,2024-02-19,USD,0.0000,775,1
480,CUST-000480,Customer 00480,SmallBusiness,Education,Central US,US,Active,2024-07-19,2024-07-23,USD,0.0725,695,0
481,CUST-000481,Customer 00481,SmallBusiness,Technology,Central US,US,Active,2025-02-12,2025-03-22,USD,0.0500,730,1
482,CUST-000482,Customer 00482,MidMarket,Finance,East US,US,Active,2023-07-11,2023-07-23,USD,0.0725,722,1
483,CUST-000483,Customer 00483,MidMarket,Healthcare,West US,US,Active,2023-06-14,2023-07-22,USD,0.0500,600,1
484,CUST-000484,Customer 00484,MidMarket,Education,Central US,US,Active,2024-09-03,2024-09-07,USD,0.0825,763,1
485,CUST-000485,Customer 00485,Enterprise,Media,Central US,US,Active,2024-06-22,2024-07-07,USD,0.0825,661,1
486,CUST-000486,Customer 00486,SmallBusiness,Technology,UK South,GB,Active,2024-02-18,2024-02-24,USD,0.0650,764,1
487,CUST-000487,Customer 00487,Enterprise,Healthcare,UK South,GB,Active,2024-06-27,2024-07-28,USD,0.0650,808,1
488,CUST-000488,Customer 00488,Enterprise,Manufacturing,UK South,GB,Active,2024-09-28,2024-10-14,USD,0.0000,777,1
489,CUST-000489,Customer 00489,SmallBusiness,Manufacturing,Central US,US,Active,2023-01-26,2023-03-26,USD,0.0825,808,1
490,CUST-000490,Customer 00490,SmallBusiness,Finance,Central US,US,Churned,2024-10-29,2024-11-11,USD,0.0500,583,1
491,CUST-000491,Customer 00491,MidMarket,Logistics,West US,US,Suspended,2024-11-17,2024-12-28,USD,0.0500,802,1
492,CUST-000492,Customer 00492,SmallBusiness,Energy,East US,US,Active,2025-02-03,2025-03-19,USD,0.0000,624,1
493,CUST-000493,Customer 00493,SmallBusiness,Technology,West US,US,Suspended,2025-03-24,2025-04-10,USD,0.0725,778,1
494,CUST-000494,Customer 00494,SmallBusiness,Finance,Canada Central,CA,Active,2024-03-19,2024-04-09,USD,0.0825,612,0
495,CUST-000495,Customer 00495,MidMarket,Manufacturing,UK South,GB,Churned,2023-02-16,2023-04-02,USD,0.0000,728,0
496,CUST-000496,Customer 00496,SmallBusiness,Energy,Central US,US,Active,2024-09-13,2024-09-19,USD,0.0000,822,1
497,CUST-000497,Customer 00497,SmallBusiness,Media,West US,US,Active,2023-05-20,2023-07-07,USD,0.0500,732,1
498,CUST-000498,Customer 00498,MidMarket,Retail,Central US,US,Active,2023-01-12,2023-02-17,USD,0.0000,781,1
499,CUST-000499,Customer 00499,MidMarket,Manufacturing,East US,US,Active,2023-11-09,2023-11-23,USD,0.0825,652,1
500,CUST-000500,Customer 00500,SmallBusiness,Finance,West US,US,Active,2024-09-23,2024-11-16,USD,0.0825,607,0
501,CUST-000501,Customer 00501,SmallBusiness,Education,UK South,GB,Active,2024-04-17,2024-05-29,USD,0.0650,630,1
502,CUST-000502,Customer 00502,SmallBusiness,Technology,UK South,GB,Active,2024-05-13,2024-06-04,USD,0.0825,615,0
503,CUST-000503,Customer 00503,SmallBusiness,Education,Central US,US,Active,2024-05-12,2024-06-10,USD,0.0500,766,0
504,CUST-000504,Customer 00504,SmallBusiness,Technology,Canada Central,CA,Active,2023-06-22,2023-06-23,USD,0.0725,721,0
505,CUST-000505,Customer 00505,SmallBusiness,Energy,West US,US,Active,2024-11-26,2025-01-12,USD,0.0650,736,1
506,CUST-000506,Customer 00506,MidMarket,Education,East US,US,Suspended,2023-06-29,2023-08-10,USD,0.0500,680,1
507,CUST-000507,Customer 00507,Enterprise,Media,East US,US,Active,2025-01-14,2025-01-19,USD,0.0825,787,0
508,CUST-000508,Customer 00508,SmallBusiness,Media,West US,US,Active,2023-02-07,2023-03-15,USD,0.0500,767,1
509,CUST-000509,Customer 00509,SmallBusiness,Energy,UK South,GB,Active,2025-01-20,2025-03-16,USD,0.0000,783,1
510,CUST-000510,Customer 00510,MidMarket,Retail,East US,US,Active,2024-11-09,2024-11-25,USD,0.0500,808,1
511,CUST-000511,Customer 00511,MidMarket,Retail,UK South,GB,Active,2024-08-02,2024-09-14,USD,0.0725,763,1
512,CUST-000512,Customer 00512,SmallBusiness,Technology,Canada Central,CA,Active,2023-08-26,2023-08-31,USD,0.0500,764,1
513,CUST-000513,Customer 00513,SmallBusiness,Manufacturing,Canada Central,CA,Active,2025-06-21,2025-06-24,USD,0.0825,720,0
514,CUST-000514,Customer 00514,SmallBusiness,Logistics,Central US,US,Active,2024-08-15,2024-09-19,USD,0.0650,619,1
515,CUST-000515,Customer 00515,SmallBusiness,Manufacturing,Canada Central,CA,Active,2023-08-17,2023-09-20,USD,0.0725,583,1
516,CUST-000516,Customer 00516,SmallBusiness,Media,West US,US,Active,2024-03-26,2024-04-06,USD,0.0500,656,1
517,CUST-000517,Customer 00517,MidMarket,Technology,Central US,US,Active,2024-09-08,2024-10-24,USD,0.0650,638,1
518,CUST-000518,Customer 00518,SmallBusiness,Logistics,Canada Central,CA,Active,2024-05-05,2024-05-19,USD,0.0000,645,1
519,CUST-000519,Customer 00519,SmallBusiness,Retail,West US,US,Active,2023-05-18,2023-06-28,USD,0.0650,672,1
520,CUST-000520,Customer 00520,MidMarket,Education,Canada Central,CA,Churned,2024-09-05,2024-10-12,USD,0.0500,809,1
521,CUST-000521,Customer 00521,SmallBusiness,Logistics,Canada Central,CA,Active,2025-06-07,2025-07-08,USD,0.0825,673,1
522,CUST-000522,Customer 00522,MidMarket,Manufacturing,UK South,GB,Churned,2023-09-28,2023-10-09,USD,0.0825,615,1
523,CUST-000523,Customer 00523,SmallBusiness,Media,Canada Central,CA,Suspended,2023-05-16,2023-05-23,USD,0.0825,794,0
524,CUST-000524,Customer 00524,SmallBusiness,Healthcare,UK South,GB,Suspended,2023-04-09,2023-04-21,USD,0.0825,837,0
525,CUST-000525,Customer 00525,SmallBusiness,Media,East US,US,Suspended,2024-05-08,2024-06-20,USD,0.0725,795,1
526,CUST-000526,Customer 00526,SmallBusiness,Energy,East US,US,Active,2024-12-15,2025-01-18,USD,0.0725,759,1
527,CUST-000527,Customer 00527,SmallBusiness,Energy,UK South,GB,Active,2023-04-11,2023-05-09,USD,0.0000,725,1
528,CUST-000528,Customer 00528,SmallBusiness,Healthcare,UK South,GB,Active,2024-02-23,2024-03-11,USD,0.0000,583,1
529,CUST-000529,Customer 00529,SmallBusiness,Manufacturing,West US,US,Active,2024-12-05,2025-01-26,USD,0.0725,709,1
530,CUST-000530,Customer 00530,SmallBusiness,Education,UK South,GB,Churned,2024-03-09,2024-04-15,USD,0.0725,684,1
531,CUST-000531,Customer 00531,SmallBusiness,Media,UK South,GB,Active,2024-05-09,2024-05-21,USD,0.0650,756,0
532,CUST-000532,Customer 00532,MidMarket,Finance,Canada Central,CA,Active,2025-01-23,2025-02-01,USD,0.0725,662,1
533,CUST-000533,Customer 00533,SmallBusiness,Media,UK South,GB,Active,2024-02-15,2024-04-06,USD,0.0000,662,1
534,CUST-000534,Customer 00534,MidMarket,Energy,East US,US,Churned,2025-04-03,2025-04-09,USD,0.0725,625,1
535,CUST-000535,Customer 00535,MidMarket,Logistics,West US,US,Churned,2024-01-15,2024-01-21,USD,0.0725,726,0
536,CUST-000536,Customer 00536,MidMarket,Energy,UK South,GB,Active,2023-02-28,2023-04-19,USD,0.0500,726,1
537,CUST-000537,Customer 00537,MidMarket,Retail,UK South,GB,Active,2024-06-06,2024-07-10,USD,0.0650,702,1
538,CUST-000538,Customer 00538,MidMarket,Manufacturing,West US,US,Active,2023-03-30,2023-04-17,USD,0.0725,682,1
539,CUST-000539,Customer 00539,SmallBusiness,Media,East US,US,Suspended,2023-04-03,2023-05-09,USD,0.0650,757,0
540,CUST-000540,Customer 00540,Enterprise,Energy,Central US,US,Churned,2023-08-20,2023-09-28,USD,0.0825,582,1
541,CUST-000541,Customer 00541,SmallBusiness,Media,Canada Central,CA,Active,2024-06-02,2024-06-09,USD,0.0000,711,0
542,CUST-000542,Customer 00542,SmallBusiness,Logistics,UK South,GB,Active,2023-09-14,2023-10-29,USD,0.0500,753,0
543,CUST-000543,Customer 00543,Enterprise,Healthcare,Canada Central,CA,Active,2024-11-28,2024-12-28,USD,0.0650,614,1
544,CUST-000544,Customer 00544,SmallBusiness,Manufacturing,West US,US,Active,2024-11-24,2025-01-08,USD,0.0650,584,0
545,CUST-000545,Customer 00545,SmallBusiness,Manufacturing,Central US,US,Active,2023-09-12,2023-10-01,USD,0.0500,823,1
546,CUST-000546,Customer 00546,SmallBusiness,Technology,West US,US,Active,2024-08-10,2024-08-28,USD,0.0500,700,0
547,CUST-000547,Customer 00547,SmallBusiness,Technology,Central US,US,Suspended,2023-07-31,2023-08-15,USD,0.0650,659,0
548,CUST-000548,Customer 00548,Enterprise,Energy,East US,US,Active,2023-03-22,2023-05-05,USD,0.0825,601,0
549,CUST-000549,Customer 00549,SmallBusiness,Education,Central US,US,Active,2024-09-27,2024-10-18,USD,0.0825,723,1
550,CUST-000550,Customer 00550,SmallBusiness,Logistics,UK South,GB,Active,2023-05-12,2023-05-16,USD,0.0825,596,1
551,CUST-000551,Customer 00551,MidMarket,Energy,Canada Central,CA,Churned,2025-05-31,2025-07-14,USD,0.0825,815,1
552,CUST-000552,Customer 00552,SmallBusiness,Finance,East US,US,Active,2023-01-13,2023-02-26,USD,0.0825,712,1
553,CUST-000553,Customer 00553,SmallBusiness,Manufacturing,Central US,US,Active,2023-08-31,2023-09-18,USD,0.0725,797,1
554,CUST-000554,Customer 00554,SmallBusiness,Energy,Central US,US,Active,2024-01-09,2024-03-04,USD,0.0500,697,0
555,CUST-000555,Customer 00555,SmallBusiness,Logistics,Central US,US,Active,2025-04-03,2025-04-19,USD,0.0500,822,0
556,CUST-000556,Customer 00556,SmallBusiness,Media,West US,US,Active,2024-03-07,2024-04-08,USD,0.0650,829,1
557,CUST-000557,Customer 00557,SmallBusiness,Finance,UK South,GB,Active,2025-05-29,2025-07-05,USD,0.0000,690,0
558,CUST-000558,Customer 00558,SmallBusiness,Manufacturing,Canada Central,CA,Active,2025-05-09,2025-06-19,USD,0.0650,711,1
559,CUST-000559,Customer 00559,MidMarket,Technology,Canada Central,CA,Active,2023-05-05,2023-05-28,USD,0.0825,669,0
560,CUST-000560,Customer 00560,MidMarket,Energy,Central US,US,Active,2023-12-30,2024-01-20,USD,0.0725,620,1
561,CUST-000561,Customer 00561,Enterprise,Retail,Central US,US,Active,2024-04-19,2024-05-30,USD,0.0650,795,1
562,CUST-000562,Customer 00562,Enterprise,Finance,UK South,GB,Active,2024-02-19,2024-04-14,USD,0.0500,740,1
563,CUST-000563,Customer 00563,MidMarket,Logistics,Central US,US,Active,2024-12-28,2025-01-15,USD,0.0725,765,0
564,CUST-000564,Customer 00564,SmallBusiness,Healthcare,UK South,GB,Active,2024-04-06,2024-05-03,USD,0.0500,708,0
565,CUST-000565,Customer 00565,SmallBusiness,Finance,East US,US,Active,2023-08-04,2023-08-15,USD,0.0725,607,1
566,CUST-000566,Customer 00566,Enterprise,Finance,Canada Central,CA,Active,2024-06-20,2024-08-08,USD,0.0500,623,1
567,CUST-000567,Customer 00567,SmallBusiness,Education,Canada Central,CA,Active,2023-11-13,2023-11-28,USD,0.0500,647,1
568,CUST-000568,Customer 00568,MidMarket,Manufacturing,West US,US,Suspended,2023-01-30,2023-02-02,USD,0.0725,719,1
569,CUST-000569,Customer 00569,SmallBusiness,Energy,West US,US,Active,2024-12-15,2025-01-19,USD,0.0825,802,1
570,CUST-000570,Customer 00570,SmallBusiness,Media,UK South,GB,Active,2023-11-14,2024-01-12,USD,0.0000,806,1
571,CUST-000571,Customer 00571,SmallBusiness,Healthcare,Canada Central,CA,Active,2023-09-24,2023-10-04,USD,0.0500,756,1
572,CUST-000572,Customer 00572,Enterprise,Energy,UK South,GB,Active,2023-01-09,2023-02-23,USD,0.0725,729,1
573,CUST-000573,Customer 00573,SmallBusiness,Media,East US,US,Active,2024-07-15,2024-08-08,USD,0.0500,663,0
574,CUST-000574,Customer 00574,SmallBusiness,Finance,Canada Central,CA,Active,2025-04-28,2025-05-23,USD,0.0500,719,1
575,CUST-000575,Customer 00575,SmallBusiness,Finance,UK South,GB,Active,2025-04-08,2025-04-26,USD,0.0650,636,1
576,CUST-000576,Customer 00576,MidMarket,Energy,UK South,GB,Active,2024-04-08,2024-04-26,USD,0.0000,657,1
577,CUST-000577,Customer 00577,Enterprise,Education,UK South,GB,Active,2023-01-23,2023-02-04,USD,0.0725,584,1
578,CUST-000578,Customer 00578,SmallBusiness,Logistics,West US,US,Active,2023-01-16,2023-02-17,USD,0.0725,770,1
579,CUST-000579,Customer 00579,MidMarket,Retail,East US,US,Active,2023-12-05,2023-12-11,USD,0.0725,616,1
580,CUST-000580,Customer 00580,MidMarket,Logistics,West US,US,Suspended,2023-07-16,2023-09-12,USD,0.0000,707,1
581,CUST-000581,Customer 00581,Enterprise,Technology,Canada Central,CA,Active,2023-09-11,2023-10-29,USD,0.0000,686,1
582,CUST-000582,Customer 00582,MidMarket,Healthcare,Central US,US,Active,2023-11-27,2023-12-08,USD,0.0825,642,1
583,CUST-000583,Customer 00583,Enterprise,Technology,Central US,US,Churned,2023-07-23,2023-08-16,USD,0.0500,802,1
584,CUST-000584,Customer 00584,SmallBusiness,Logistics,West US,US,Active,2025-03-24,2025-04-11,USD,0.0000,601,1
585,CUST-000585,Customer 00585,SmallBusiness,Finance,Canada Central,CA,Active,2024-12-05,2025-01-13,USD,0.0725,626,0
586,CUST-000586,Customer 00586,SmallBusiness,Manufacturing,Central US,US,Active,2025-02-16,2025-03-29,USD,0.0825,634,1
587,CUST-000587,Customer 00587,MidMarket,Manufacturing,West US,US,Suspended,2023-11-21,2023-12-27,USD,0.0725,678,1
588,CUST-000588,Customer 00588,SmallBusiness,Healthcare,Canada Central,CA,Active,2024-01-02,2024-02-18,USD,0.0725,730,1
589,CUST-000589,Customer 00589,SmallBusiness,Manufacturing,Canada Central,CA,Active,2023-07-14,2023-08-20,USD,0.0725,720,0
590,CUST-000590,Customer 00590,SmallBusiness,Media,UK South,GB,Active,2025-05-31,2025-07-06,USD,0.0650,714,1
591,CUST-000591,Customer 00591,MidMarket,Logistics,Canada Central,CA,Active,2023-01-01,2023-02-20,USD,0.0000,766,0
592,CUST-000592,Customer 00592,SmallBusiness,Media,West US,US,Suspended,2023-11-25,2024-01-11,USD,0.0500,834,0
593,CUST-000593,Customer 00593,SmallBusiness,Manufacturing,West US,US,Active,2024-09-19,2024-10-08,USD,0.0825,614,1
594,CUST-000594,Customer 00594,SmallBusiness,Finance,West US,US,Active,2023-07-02,2023-08-27,USD,0.0000,596,1
595,CUST-000595,Customer 00595,SmallBusiness,Education,Canada Central,CA,Active,2024-11-04,2024-12-06,USD,0.0500,616,1
596,CUST-000596,Customer 00596,Enterprise,Finance,West US,US,Active,2024-11-02,2024-12-04,USD,0.0000,764,1
597,CUST-000597,Customer 00597,MidMarket,Healthcare,Canada Central,CA,Suspended,2025-04-21,2025-05-15,USD,0.0650,600,0
598,CUST-000598,Customer 00598,Enterprise,Finance,Central US,US,Active,2023-03-21,2023-04-04,USD,0.0500,777,1
599,CUST-000599,Customer 00599,SmallBusiness,Retail,UK South,GB,Active,2024-11-03,2024-11-19,USD,0.0825,792,0
600,CUST-000600,Customer 00600,SmallBusiness,Logistics,UK South,GB,Suspended,2024-01-02,2024-02-15,USD,0.0500,672,1
601,CUST-000601,Customer 00601,SmallBusiness,Energy,UK South,GB,Churned,2023-12-12,2024-01-24,USD,0.0650,746,0
602,CUST-000602,Customer 00602,SmallBusiness,Manufacturing,Canada Central,CA,Active,2025-02-21,2025-04-03,USD,0.0825,689,1
603,CUST-000603,Customer 00603,SmallBusiness,Energy,UK South,GB,Active,2025-02-01,2025-02-18,USD,0.0725,580,0
604,CUST-000604,Customer 00604,SmallBusiness,Education,Central US,US,Active,2024-09-02,2024-09-04,USD,0.0500,689,0
605,CUST-000605,Customer 00605,Enterprise,Education,East US,US,Suspended,2025-03-01,2025-04-23,USD,0.0825,659,1
606,CUST-000606,Customer 00606,SmallBusiness,Manufacturing,Canada Central,CA,Suspended,2023-12-31,2024-01-10,USD,0.0500,699,1
607,CUST-000607,Customer 00607,SmallBusiness,Technology,Central US,US,Active,2023-04-05,2023-05-12,USD,0.0650,827,1
608,CUST-000608,Customer 00608,SmallBusiness,Education,UK South,GB,Active,2025-04-19,2025-06-17,USD,0.0825,775,1
609,CUST-000609,Customer 00609,SmallBusiness,Logistics,East US,US,Active,2025-02-28,2025-03-22,USD,0.0000,696,0
610,CUST-000610,Customer 00610,MidMarket,Logistics,UK South,GB,Active,2023-01-12,2023-02-22,USD,0.0825,601,1
611,CUST-000611,Customer 00611,SmallBusiness,Technology,UK South,GB,Active,2023-06-03,2023-06-24,USD,0.0725,808,0
612,CUST-000612,Customer 00612,SmallBusiness,Education,UK South,GB,Active,2024-05-31,2024-06-06,USD,0.0500,647,1
613,CUST-000613,Customer 00613,SmallBusiness,Logistics,Canada Central,CA,Active,2024-08-08,2024-09-25,USD,0.0725,836,1
614,CUST-000614,Customer 00614,SmallBusiness,Technology,West US,US,Active,2025-02-19,2025-02-28,USD,0.0825,680,1
615,CUST-000615,Customer 00615,SmallBusiness,Logistics,UK South,GB,Active,2023-09-10,2023-09-26,USD,0.0825,625,1
616,CUST-000616,Customer 00616,SmallBusiness,Manufacturing,Canada Central,CA,Active,2024-03-09,2024-04-02,USD,0.0000,736,1
617,CUST-000617,Customer 00617,Enterprise,Energy,Central US,US,Active,2024-09-23,2024-11-15,USD,0.0725,602,0
618,CUST-000618,Customer 00618,SmallBusiness,Finance,West US,US,Active,2023-07-24,2023-09-06,USD,0.0000,704,0
619,CUST-000619,Customer 00619,MidMarket,Healthcare,West US,US,Active,2025-06-08,2025-08-01,USD,0.0000,736,1
620,CUST-000620,Customer 00620,MidMarket,Technology,East US,US,Active,2023-12-06,2023-12-20,USD,0.0825,712,1
621,CUST-000621,Customer 00621,MidMarket,Healthcare,UK South,GB,Active,2025-01-17,2025-01-27,USD,0.0825,602,1
622,CUST-000622,Customer 00622,MidMarket,Education,East US,US,Active,2023-10-18,2023-10-31,USD,0.0000,614,1
623,CUST-000623,Customer 00623,Enterprise,Manufacturing,Central US,US,Suspended,2024-11-09,2025-01-03,USD,0.0000,729,0
624,CUST-000624,Customer 00624,SmallBusiness,Finance,Canada Central,CA,Suspended,2023-08-25,2023-09-19,USD,0.0725,625,1
625,CUST-000625,Customer 00625,Enterprise,Healthcare,UK South,GB,Active,2024-04-13,2024-05-19,USD,0.0825,736,1
626,CUST-000626,Customer 00626,SmallBusiness,Manufacturing,Canada Central,CA,Active,2025-02-01,2025-02-12,USD,0.0650,700,0
627,CUST-000627,Customer 00627,SmallBusiness,Education,UK South,GB,Suspended,2023-10-10,2023-12-01,USD,0.0000,723,1
628,CUST-000628,Customer 00628,SmallBusiness,Logistics,Central US,US,Active,2024-02-07,2024-03-21,USD,0.0825,696,1
629,CUST-000629,Customer 00629,Enterprise,Manufacturing,UK South,GB,Active,2023-06-06,2023-07-04,USD,0.0500,685,1
630,CUST-000630,Customer 00630,MidMarket,Retail,UK South,GB,Active,2024-07-08,2024-08-21,USD,0.0825,649,1
631,CUST-000631,Customer 00631,SmallBusiness,Retail,West US,US,Active,2024-11-02,2025-01-01,USD,0.0825,640,1
632,CUST-000632,Customer 00632,MidMarket,Logistics,West US,US,Churned,2025-01-14,2025-01-16,USD,0.0650,806,0
633,CUST-000633,Customer 00633,SmallBusiness,Retail,Central US,US,Active,2023-06-05,2023-07-25,USD,0.0825,716,1
634,CUST-000634,Customer 00634,SmallBusiness,Healthcare,UK South,GB,Active,2023-08-25,2023-10-03,USD,0.0725,648,1
635,CUST-000635,Customer 00635,MidMarket,Retail,UK South,GB,Suspended,2024-04-25,2024-06-10,USD,0.0725,822,1
636,CUST-000636,Customer 00636,SmallBusiness,Healthcare,West US,US,Churned,2023-08-20,2023-08-23,USD,0.0725,693,0
637,CUST-000637,Customer 00637,SmallBusiness,Energy,West US,US,Suspended,2025-02-14,2025-02-28,USD,0.0725,746,0
638,CUST-000638,Customer 00638,MidMarket,Logistics,West US,US,Active,2024-03-13,2024-04-08,USD,0.0725,599,1
639,CUST-000639,Customer 00639,MidMarket,Technology,Canada Central,CA,Active,2024-04-12,2024-06-04,USD,0.0725,600,1
640,CUST-000640,Customer 00640,Enterprise,Technology,UK South,GB,Active,2025-02-22,2025-04-04,USD,0.0725,735,0
641,CUST-000641,Customer 00641,SmallBusiness,Healthcare,Central US,US,Active,2024-04-17,2024-04-28,USD,0.0500,817,0
642,CUST-000642,Customer 00642,SmallBusiness,Retail,Canada Central,CA,Active,2023-04-03,2023-05-20,USD,0.0825,649,1
643,CUST-000643,Customer 00643,SmallBusiness,Technology,Central US,US,Suspended,2024-04-06,2024-04-08,USD,0.0000,708,1
644,CUST-000644,Customer 00644,SmallBusiness,Finance,West US,US,Active,2025-01-05,2025-02-21,USD,0.0650,623,1
645,CUST-000645,Customer 00645,Enterprise,Retail,Canada Central,CA,Active,2025-01-14,2025-03-06,USD,0.0725,602,0
646,CUST-000646,Customer 00646,MidMarket,Retail,Central US,US,Active,2024-08-02,2024-09-27,USD,0.0500,671,0
647,CUST-000647,Customer 00647,SmallBusiness,Energy,East US,US,Active,2024-03-05,2024-03-25,USD,0.0500,640,0
648,CUST-000648,Customer 00648,MidMarket,Healthcare,West US,US,Active,2023-01-04,2023-02-13,USD,0.0725,582,1
649,CUST-000649,Customer 00649,SmallBusiness,Energy,Canada Central,CA,Active,2023-09-01,2023-09-15,USD,0.0725,620,1
650,CUST-000650,Customer 00650,SmallBusiness,Media,East US,US,Suspended,2023-09-08,2023-11-04,USD,0.0500,605,1
651,CUST-000651,Customer 00651,SmallBusiness,Healthcare,East US,US,Active,2024-10-30,2024-11-22,USD,0.0825,732,1
652,CUST-000652,Customer 00652,SmallBusiness,Retail,East US,US,Active,2023-02-20,2023-02-27,USD,0.0650,670,0
653,CUST-000653,Customer 00653,SmallBusiness,Education,UK South,GB,Active,2024-01-04,2024-03-04,USD,0.0725,614,0
654,CUST-000654,Customer 00654,SmallBusiness,Finance,UK South,GB,Active,2023-03-08,2023-03-27,USD,0.0650,748,1
655,CUST-000655,Customer 00655,SmallBusiness,Healthcare,UK South,GB,Active,2023-08-03,2023-09-17,USD,0.0825,624,1
656,CUST-000656,Customer 00656,SmallBusiness,Manufacturing,UK South,GB,Active,2025-03-18,2025-05-03,USD,0.0825,761,0
