SubscriptionId,CustomerId,RatePlanId,SubscriptionNumber,StartDate,EndDate,Status,Quantity,DiscountPercent,ContractTermMonths,RenewalDate,SalesChannel
1887,771,9,SUB-00001887,2025-03-04,,Active,3,12.5000,24,2027-02-22,Direct
1888,771,2,SUB-00001888,2024-11-29,,Active,3,10.0000,12,2025-11-24,Partner
1889,771,13,SUB-00001889,2025-07-09,,Active,5,2.5000,24,2027-06-29,Partner
1890,772,1,SUB-00001890,2025-09-12,,Active,5,0.0000,24,2027-09-02,Partner
1891,772,9,SUB-00001891,2024-09-02,,Active,5,10.0000,12,2025-08-28,Partner
1892,772,17,SUB-00001892,2024-08-15,,Active,3,10.0000,24,2026-08-05,Marketplace
1893,773,1,SUB-00001893,2024-12-30,2025-07-28,Cancelled,5,12.5000,24,2026-12-20,Direct
1894,773,9,SUB-00001894,2024-12-04,,Active,4,0.0000,24,2026-11-24,Partner
1895,773,21,SUB-00001895,2025-02-16,,Active,5,0.0000,24,2027-02-06,Marketplace
1896,774,4,SUB-00001896,2025-03-07,,Active,19,10.0000,12,2026-03-02,Marketplace
1897,775,23,SUB-00001897,2025-05-29,,Active,5,0.0000,36,2028-05-13,Direct
1898,775,10,SUB-00001898,2025-06-17,,Active,2,10.0000,36,2028-06-01,Marketplace
1899,775,2,SUB-00001899,2024-08-16,,Active,1,0.0000,36,2027-08-01,Marketplace
1900,776,19,SUB-00001900,2024-01-12,,Active,3,0.0000,12,2025-01-06,Partner
1901,776,23,SUB-00001901,2024-04-04,,Active,21,0.0000,24,2026-03-25,Marketplace
1902,776,6,SUB-00001902,2025-02-14,,Active,12,7.5000,36,2028-01-30,Direct
1903,777,19,SUB-00001903,2025-02-25,,Active,22,12.5000,36,2028-02-10,Direct
1904,778,17,SUB-00001904,2024-08-29,,Active,5,7.5000,36,2027-08-14,Direct
1905,778,21,SUB-00001905,2025-03-08,,Active,2,0.0000,12,2026-03-03,Direct
1906,778,6,SUB-00001906,2024-08-29,,Active,3,0.0000,12,2025-08-24,Marketplace
1907,778,13,SUB-00001907,2024-08-29,,Active,3,10.0000,24,2026-08-19,Direct
1908,779,15,SUB-00001908,2024-10-14,,Active,6,10.0000,12,2025-10-09,Marketplace
1909,779,3,SUB-00001909,2025-02-01,,Active,3,10.0000,36,2028-01-17,Partner
1910,779,8,SUB-00001910,2024-10-14,,Active,3,0.0000,36,2027-09-29,Direct
1911,779,24,SUB-00001911,2025-09-21,,Active,6,7.5000,36,2028-09-05,Partner
1912,780,13,SUB-00001912,2024-06-03,,Active,3,10.0000,12,2025-05-29,Marketplace
1913,780,2,SUB-00001913,2025-08-19,,Active,4,0.0000,36,2028-08-03,Partner
1914,780,5,SUB-00001914,2024-03-07,,Active,4,0.0000,12,2025-03-02,Marketplace
1915,780,21,SUB-00001915,2025-07-24,,Active,4,0.0000,12,2026-07-19,Marketplace
1916,781,11,SUB-00001916,2025-02-25,,Active,19,7.5000,36,2028-02-10,Partner
1917,782,13,SUB-00001917,2024-09-10,,Active,3,0.0000,36,2027-08-26,Partner
1918,782,10,SUB-00001918,2024-12-14,,Active,5,7.5000,24,2026-12-04,Marketplace
1919,782,6,SUB-00001919,2025-09-14,2026-02-24,Cancelled,5,0.0000,24,2027-09-04,Partner
1920,783,13,SUB-00001920,2025-03-10,,Active,5,5.0000,24,2027-02-28,Partner
1921,783,21,SUB-00001921,2025-03-10,2025-12-25,Cancelled,3,12.5000,12,2026-03-05,Direct
1922,783,1,SUB-00001922,2025-04-25,,Active,5,7.5000,24,2027-04-15,Marketplace
1923,784,6,SUB-00001923,2025-09-15,,Active,25,10.0000,24,2027-09-05,Partner
1924,785,14,SUB-00001924,2025-06-14,,Active,3,10.0000,12,2026-06-09,Marketplace
1925,785,17,SUB-00001925,2025-06-14,,Active,4,12.5000,12,2026-06-09,Marketplace
1926,786,13,SUB-00001926,2024-05-15,,Active,3,0.0000,12,2025-05-10,Partner
1927,786,5,SUB-00001927,2024-12-15,,Paused,5,7.5000,36,2027-11-30,Marketplace
1928,786,22,SUB-00001928,2024-03-05,,Active,1,7.5000,24,2026-02-23,Direct
1929,787,11,SUB-00001929,2024-07-22,,Active,9,7.5000,12,2025-07-17,Partner
1930,788,9,SUB-00001930,2024-06-01,,Active,1,0.0000,12,2025-05-27,Marketplace
1931,789,10,SUB-00001931,2024-08-19,,Active,1,5.0000,36,2027-08-04,Direct
1932,790,21,SUB-00001932,2025-04-21,,Active,3,0.0000,24,2027-04-11,Direct
1933,790,17,SUB-00001933,2024-05-30,,Active,5,0.0000,12,2025-05-25,Marketplace
1934,790,13,SUB-00001934,2024-06-03,,Active,4,10.0000,24,2026-05-24,Direct
1935,790,6,SUB-00001935,2024-10-16,,Active,3,0.0000,24,2026-10-06,Direct
1936,791,10,SUB-00001936,2025-03-01,,Active,2,7.5000,36,2028-02-14,Direct
1937,791,21,SUB-00001937,2025-03-01,2025-10-04,Cancelled,3,7.5000,24,2027-02-19,Partner
1938,791,17,SUB-00001938,2025-03-01,,Active,4,10.0000,12,2026-02-24,Partner
1939,791,14,SUB-00001939,2025-03-01,,Active,3,12.5000,36,2028-02-14,Direct
1940,792,5,SUB-00001940,2024-03-14,,Active,4,7.5000,36,2027-02-27,Marketplace
1941,792,17,SUB-00001941,2024-05-11,,Paused,3,0.0000,12,2025-05-06,Partner
1942,793,3,SUB-00001942,2025-01-31,,Active,5,10.0000,12,2026-01-26,Partner
1943,793,16,SUB-00001943,2024-07-28,2025-06-28,Cancelled,4,0.0000,12,2025-07-23,Marketplace
1944,793,12,SUB-00001944,2024-10-10,,Active,14,12.5000,36,2027-09-25,Direct
1945,794,21,SUB-00001945,2025-05-22,,Active,4,7.5000,12,2026-05-17,Marketplace
1946,795,22,SUB-00001946,2024-03-11,,Active,4,10.0000,36,2027-02-24,Direct
1947,795,10,SUB-00001947,2025-08-09,,Active,2,12.5000,36,2028-07-24,Partner
1948,795,19,SUB-00001948,2024-10-22,,Active,2,2.5000,36,2027-10-07,Direct
1949,796,9,SUB-00001949,2025-08-08,,Active,3,12.5000,12,2026-08-03,Direct
1950,796,18,SUB-00001950,2025-08-08,,Active,4,5.0000,24,2027-07-29,Direct
1951,797,14,SUB-00001951,2024-12-27,2025-11-12,Cancelled,13,0.0000,24,2026-12-17,Direct
1952,797,3,SUB-00001952,2024-07-04,,Active,19,2.5000,36,2027-06-19,Marketplace
1953,797,23,SUB-00001953,2025-07-22,,Active,9,2.5000,24,2027-07-12,Marketplace
1954,797,18,SUB-00001954,2025-01-03,,Active,19,0.0000,36,2027-12-19,Marketplace
1955,798,4,SUB-00001955,2024-10-06,,Active,6,2.5000,36,2027-09-21,Partner
1956,799,18,SUB-00001956,2025-07-29,,Active,10,10.0000,12,2026-07-24,Partner
1957,799,2,SUB-00001957,2024-01-30,,Active,22,0.0000,24,2026-01-19,Partner
1958,799,11,SUB-00001958,2025-01-20,,Active,3,10.0000,24,2027-01-10,Marketplace
1959,800,19,SUB-00001959,2025-02-18,2025-09-22,Cancelled,16,2.5000,12,2026-02-13,Direct
1960,800,14,SUB-00001960,2025-02-18,,Active,15,10.0000,36,2028-02-03,Marketplace
1961,800,7,SUB-00001961,2025-02-18,,Active,25,5.0000,36,2028-02-03,Direct
1962,801,18,SUB-00001962,2024-12-20,,Active,1,5.0000,12,2025-12-15,Direct
1963,801,7,SUB-00001963,2024-07-24,,Active,16,10.0000,36,2027-07-09,Direct
1964,801,2,SUB-00001964,2024-03-17,,Active,10,0.0000,12,2025-03-12,Partner
1965,801,14,SUB-00001965,2024-09-14,,Active,9,0.0000,24,2026-09-04,Direct
1966,802,3,SUB-00001966,2025-04-26,,Active,1,5.0000,24,2027-04-16,Marketplace
1967,803,20,SUB-00001967,2024-01-28,,Active,13,12.5000,24,2026-01-17,Marketplace
1968,804,17,SUB-00001968,2025-02-07,2025-08-08,Cancelled,2,12.5000,12,2026-02-02,Direct
1969,804,1,SUB-00001969,2025-01-07,,Active,4,0.0000,36,2027-12-23,Partner
1970,805,21,SUB-00001970,2025-01-07,,Active,2,0.0000,24,2026-12-28,Partner
1971,805,9,SUB-00001971,2024-11-11,,Active,4,12.5000,36,2027-10-27,Direct
1972,805,1,SUB-00001972,2025-08-23,,Active,5,10.0000,24,2027-08-13,Direct
1973,806,24,SUB-00001973,2025-09-11,,Active,13,12.5000,24,2027-09-01,Marketplace
1974,807,14,SUB-00001974,2024-10-07,,Active,4,2.5000,24,2026-09-27,Direct
1975,807,9,SUB-00001975,2025-08-31,,Active,3,12.5000,24,2027-08-21,Marketplace
1976,807,18,SUB-00001976,2025-03-29,2025-12-25,Cancelled,2,5.0000,36,2028-03-13,Partner
1977,808,22,SUB-00001977,2025-06-22,2026-03-25,Cancelled,2,12.5000,24,2027-06-12,Partner
1978,808,17,SUB-00001978,2025-06-22,,Active,4,7.5000,36,2028-06-06,Direct
1979,808,1,SUB-00001979,2025-06-22,,Active,5,0.0000,24,2027-06-12,Partner
1980,809,5,SUB-00001980,2025-06-30,,Active,2,0.0000,24,2027-06-20,Direct
1981,810,24,SUB-00001981,2025-01-19,,Active,2,5.0000,12,2026-01-14,Direct
1982,810,8,SUB-00001982,2025-01-19,,Paused,4,0.0000,36,2028-01-04,Marketplace
1983,810,12,SUB-00001983,2025-06-29,,Active,7,5.0000,24,2027-06-19,Partner
1984,810,16,SUB-00001984,2025-02-07,,Active,5,12.5000,24,2027-01-28,Direct
1985,811,2,SUB-00001985,2025-08-12,,Active,3,0.0000,24,2027-08-02,Direct
1986,811,19,SUB-00001986,2025-06-30,,Active,4,10.0000,12,2026-06-25,Partner
1987,811,24,SUB-00001987,2025-08-02,,Active,8,0.0000,36,2028-07-17,Partner
1988,811,10,SUB-00001988,2025-04-02,,Active,16,2.5000,36,2028-03-17,Partner
1989,812,16,SUB-00001989,2024-02-02,,Paused,13,12.5000,12,2025-01-27,Partner
1990,813,2,SUB-00001990,2025-07-08,,Active,5,0.0000,36,2028-06-22,Direct
1991,813,10,SUB-00001991,2025-08-06,,Active,3,7.5000,12,2026-08-01,Marketplace
1992,813,5,SUB-00001992,2024-07-31,,Active,4,0.0000,12,2025-07-26,Partner
1993,813,18,SUB-00001993,2025-08-15,,Active,4,7.5000,12,2026-08-10,Direct
1994,814,14,SUB-00001994,2025-05-05,,Active,3,12.5000,24,2027-04-25,Marketplace
1995,815,7,SUB-00001995,2024-10-07,,Active,7,10.0000,36,2027-09-22,Partner
1996,815,15,SUB-00001996,2024-10-07,,Active,2,0.0000,36,2027-09-22,Direct
1997,815,22,SUB-00001997,2024-10-07,,Active,16,7.5000,12,2025-10-02,Marketplace
1998,816,18,SUB-00001998,2025-07-29,,Active,5,2.5000,36,2028-07-13,Direct
1999,816,13,SUB-00001999,2025-01-15,2025-10-07,Cancelled,2,10.0000,24,2027-01-05,Marketplace
2000,816,9,SUB-00002000,2024-06-19,,Active,2,10.0000,12,2025-06-14,Partner
2001,817,7,SUB-00002001,2025-01-01,,Active,8,0.0000,24,2026-12-22,Partner
2002,817,16,SUB-00002002,2024-10-08,,Active,7,0.0000,12,2025-10-03,Direct
2003,818,6,SUB-00002003,2024-04-05,,Active,1,5.0000,36,2027-03-21,Direct
2004,819,21,SUB-00002004,2025-01-27,,Active,2,0.0000,36,2028-01-12,Partner
2005,819,17,SUB-00002005,2025-01-27,,Active,5,5.0000,12,2026-01-22,Marketplace
2006,820,13,SUB-00002006,2025-05-12,,Active,5,0.0000,36,2028-04-26,Partner
2007,820,6,SUB-00002007,2025-06-22,,Active,2,12.5000,12,2026-06-17,Direct
2008,820,22,SUB-00002008,2024-10-08,,Active,1,7.5000,12,2025-10-03,Direct
2009,820,18,SUB-00002009,2025-03-04,,Active,1,7.5000,36,2028-02-17,Partner
2010,821,17,SUB-00002010,2025-03-09,,Active,3,5.0000,36,2028-02-22,Partner
2011,822,4,SUB-00002011,2024-10-28,,Active,4,7.5000,36,2027-10-13,Marketplace
2012,822,15,SUB-00002012,2024-10-22,,Active,11,0.0000,24,2026-10-12,Partner
2013,822,20,SUB-00002013,2024-12-26,,Active,7,7.5000,36,2027-12-11,Partner
2014,822,24,SUB-00002014,2024-05-17,,Active,11,5.0000,36,2027-05-02,Partner
2015,823,11,SUB-00002015,2025-08-11,,Active,4,0.0000,12,2026-08-06,Direct
2016,823,23,SUB-00002016,2024-09-11,,Active,1,12.5000,24,2026-09-01,Direct
2017,823,15,SUB-00002017,2025-07-14,,Active,15,5.0000,24,2027-07-04,Marketplace
2018,823,7,SUB-00002018,2024-05-15,,Active,14,12.5000,12,2025-05-10,Direct
2019,824,9,SUB-00002019,2025-06-28,,Active,3,0.0000,12,2026-06-23,Partner
2020,824,17,SUB-00002020,2025-06-28,,Active,1,5.0000,36,2028-06-12,Partner
2021,825,4,SUB-00002021,2025-05-23,,Active,10,7.5000,36,2028-05-07,Partner
2022,826,18,SUB-00002022,2024-12-10,,Active,1,10.0000,24,2026-11-30,Marketplace
2023,826,7,SUB-00002023,2025-01-16,,Active,4,10.0000,36,2028-01-01,Marketplace
2024,827,3,SUB-00002024,2025-05-29,,Paused,14,0.0000,36,2028-05-13,Partner
2025,828,9,SUB-00002025,2025-07-04,,Active,5,12.5000,36,2028-06-18,Marketplace
2026,828,1,SUB-00002026,2025-09-22,,Active,4,0.0000,36,2028-09-06,Marketplace
2027,829,3,SUB-00002027,2025-02-05,,Active,20,0.0000,24,2027-01-26,Direct
2028,829,6,SUB-00002028,2025-02-05,,Paused,23,2.5000,24,2027-01-26,Marketplace
2029,829,23,SUB-00002029,2025-02-05,,Active,1,2.5000,24,2027-01-26,Marketplace
2030,830,17,SUB-00002030,2025-06-29,,Active,4,0.0000,36,2028-06-13,Partner
2031,830,6,SUB-00002031,2024-10-06,,Active,3,0.0000,12,2025-10-01,Direct
2032,830,21,SUB-00002032,2024-10-26,,Active,4,5.0000,24,2026-10-16,Partner
2033,830,14,SUB-00002033,2025-07-26,,Active,4,10.0000,12,2026-07-21,Partner
2034,831,17,SUB-00002034,2024-12-15,,Active,3,5.0000,36,2027-11-30,Marketplace
2035,831,21,SUB-00002035,2025-04-01,,Active,3,10.0000,36,2028-03-16,Marketplace
2036,832,7,SUB-00002036,2024-04-04,,Active,3,0.0000,24,2026-03-25,Direct
2037,832,17,SUB-00002037,2025-08-20,,Active,4,5.0000,12,2026-08-15,Marketplace
2038,833,2,SUB-00002038,2025-07-04,,Active,5,2.5000,12,2026-06-29,Marketplace
2039,833,15,SUB-00002039,2025-01-27,,Active,2,2.5000,36,2028-01-12,Partner
2040,833,6,SUB-00002040,2025-01-31,,Active,14,12.5000,36,2028-01-16,Partner
2041,833,19,SUB-00002041,2025-05-28,2026-01-08,Cancelled,11,7.5000,12,2026-05-23,Marketplace
2042,834,23,SUB-00002042,2025-02-12,,Active,12,12.5000,36,2028-01-28,Marketplace
2043,834,2,SUB-00002043,2024-12-27,2025-06-02,Cancelled,13,12.5000,24,2026-12-17,Marketplace
2044,834,15,SUB-00002044,2024-08-07,,Active,2,7.5000,24,2026-07-28,Partner
2045,834,6,SUB-00002045,2024-09-14,,Active,5,0.0000,24,2026-09-04,Marketplace
2046,835,11,SUB-00002046,2024-10-25,,Active,19,0.0000,12,2025-10-20,Marketplace
2047,835,16,SUB-00002047,2025-02-22,,Active,11,7.5000,24,2027-02-12,Direct
2048,835,7,SUB-00002048,2024-10-25,,Active,16,10.0000,12,2025-10-20,Partner
2049,835,19,SUB-00002049,2025-08-28,,Active,5,2.5000,36,2028-08-12,Direct
2050,836,21,SUB-00002050,2025-05-17,2025-10-31,Cancelled,2,0.0000,12,2026-05-12,Marketplace
2051,837,20,SUB-00002051,2025-02-20,,Paused,5,12.5000,24,2027-02-10,Direct
2052,837,4,SUB-00002052,2024-04-25,,Active,17,2.5000,24,2026-04-15,Direct
2053,837,24,SUB-00002053,2025-01-10,,Active,1,0.0000,12,2026-01-05,Direct
2054,838,9,SUB-00002054,2024-12-13,,Active,4,2.5000,12,2025-12-08,Direct
2055,839,13,SUB-00002055,2024-10-15,,Active,4,10.0000,12,2025-10-10,Partner
2056,840,7,SUB-00002056,2025-02-15,,Active,11,0.0000,12,2026-02-10,Partner
2057,840,15,SUB-00002057,2024-12-05,,Active,5,0.0000,24,2026-11-25,Marketplace
2058,840,2,SUB-00002058,2024-05-27,,Active,1,7.5000,24,2026-05-17,Marketplace
2059,840,23,SUB-00002059,2025-05-14,,Paused,15,0.0000,12,2026-05-09,Direct
2060,841,13,SUB-00002060,2025-04-09,,Active,2,7.5000,36,2028-03-24,Direct
2061,841,1,SUB-00002061,2025-01-14,,Active,3,0.0000,24,2027-01-04,Partner
2062,842,17,SUB-00002062,2024-10-30,,Active,5,2.5000,12,2025-10-25,Direct
2063,842,9,SUB-00002063,2025-02-26,,Active,3,0.0000,36,2028-02-11,Marketplace
2064,842,13,SUB-00002064,2024-03-11,,Active,3,0.0000,36,2027-02-24,Partner
2065,843,11,SUB-00002065,2025-02-04,,Active,14,2.5000,24,2027-01-25,Direct
2066,844,21,SUB-00002066,2024-12-25,,Active,1,5.0000,12,2025-12-20,Direct
2067,845,15,SUB-00002067,2025-04-04,,Active,15,0.0000,12,2026-03-30,Marketplace
2068,845,6,SUB-00002068,2024-12-15,,Active,18,2.5000,36,2027-11-30,Direct
2069,845,4,SUB-00002069,2025-04-04,,Active,13,0.0000,36,2028-03-19,Partner
2070,845,10,SUB-00002070,2024-12-29,,Active,8,2.5000,36,2027-12-14,Direct
2071,846,24,SUB-00002071,2025-02-05,,Active,25,2.5000,36,2028-01-21,Direct
2072,847,9,SUB-00002072,2025-05-26,,Active,3,5.0000,12,2026-05-21,Direct
2073,848,9,SUB-00002073,2024-06-01,,Active,3,12.5000,36,2027-05-17,Direct
2074,848,2,SUB-00002074,2025-08-13,,Active,4,7.5000,24,2027-08-03,Partner
2075,848,21,SUB-00002075,2024-04-23,,Active,1,0.0000,36,2027-04-08,Marketplace
2076,848,6,SUB-00002076,2025-07-28,,Active,1,0.0000,24,2027-07-18,Marketplace
2077,849,17,SUB-00002077,2025-03-22,2025-07-24,Cancelled,4,0.0000,36,2028-03-06,Direct
2078,849,14,SUB-00002078,2025-03-22,2026-03-15,Cancelled,4,12.5000,36,2028-03-06,Partner
2079,850,23,SUB-00002079,2025-08-25,,Active,5,0.0000,24,2027-08-15,Direct
2080,850,11,SUB-00002080,2025-03-20,,Active,21,7.5000,12,2026-03-15,Marketplace
2081,850,6,SUB-00002081,2025-02-01,,Active,4,2.5000,12,2026-01-27,Partner
2082,850,15,SUB-00002082,2025-06-27,,Active,2,12.5000,36,2028-06-11,Partner
2083,851,23,SUB-00002083,2025-06-21,,Active,18,0.0000,24,2027-06-11,Marketplace
2084,852,11,SUB-00002084,2025-06-05,,Active,15,2.5000,24,2027-05-26,Partner
2085,852,23,SUB-00002085,2024-11-10,,Active,20,12.5000,12,2025-11-05,Direct
2086,853,17,SUB-00002086,2024-07-23,,Active,4,0.0000,12,2025-07-18,Direct
2087,853,21,SUB-00002087,2024-04-01,,Active,2,2.5000,36,2027-03-17,Partner
2088,854,7,SUB-00002088,2025-07-22,,Paused,21,10.0000,24,2027-07-12,Marketplace
2089,854,14,SUB-00002089,2024-08-25,,Active,14,0.0000,12,2025-08-20,Direct
2090,855,9,SUB-00002090,2025-05-06,,Active,2,10.0000,36,2028-04-20,Marketplace
2091,855,14,SUB-00002091,2025-01-12,,Active,2,0.0000,12,2026-01-07,Direct
2092,856,18,SUB-00002092,2025-03-17,,Paused,8,5.0000,24,2027-03-07,Marketplace
2093,856,3,SUB-00002093,2024-11-19,,Active,16,12.5000,24,2026-11-09,Marketplace
2094,857,5,SUB-00002094,2024-11-04,,Active,3,2.5000,12,2025-10-30,Marketplace
2095,858,9,SUB-00002095,2025-06-10,,Active,2,0.0000,36,2028-05-25,Marketplace
2096,859,13,SUB-00002096,2025-08-28,,Active,3,10.0000,36,2028-08-12,Direct
2097,859,6,SUB-00002097,2025-08-13,,Active,4,0.0000,12,2026-08-08,Marketplace
2098,859,21,SUB-00002098,2025-08-09,,Active,3,5.0000,24,2027-07-30,Direct
2099,860,10,SUB-00002099,2025-04-01,,Active,3,2.5000,24,2027-03-22,Partner
2100,861,2,SUB-00002100,2024-04-19,,Active,5,10.0000,36,2027-04-04,Marketplace
2101,861,10,SUB-00002101,2024-06-08,,Active,3,2.5000,36,2027-05-24,Marketplace
2102,861,5,SUB-00002102,2024-04-01,,Paused,2,5.0000,24,2026-03-22,Partner
2103,862,13,SUB-00002103,2025-03-03,,Active,3,7.5000,36,2028-02-16,Partner
2104,862,5,SUB-00002104,2025-03-03,,Active,4,0.0000,12,2026-02-26,Direct
2105,862,2,SUB-00002105,2025-05-16,,Active,3,2.5000,12,2026-05-11,Partner
2106,863,12,SUB-00002106,2025-04-28,2025-08-21,Cancelled,14,0.0000,36,2028-04-12,Direct
2107,863,4,SUB-00002107,2025-03-28,,Active,13,2.5000,36,2028-03-12,Partner
2108,863,15,SUB-00002108,2024-02-06,,Active,16,7.5000,12,2025-01-31,Partner
2109,863,23,SUB-00002109,2024-12-11,,Active,17,7.5000,24,2026-12-01,Partner
2110,864,13,SUB-00002110,2025-02-05,,Paused,5,7.5000,24,2027-01-26,Marketplace
2111,865,17,SUB-00002111,2024-04-29,,Active,3,12.5000,24,2026-04-19,Marketplace
2112,866,8,SUB-00002112,2024-11-07,,Active,19,0.0000,36,2027-10-23,Marketplace
2113,866,12,SUB-00002113,2025-08-07,,Active,4,5.0000,36,2028-07-22,Direct
2114,867,18,SUB-00002114,2025-07-03,,Active,19,2.5000,36,2028-06-17,Marketplace
2115,867,10,SUB-00002115,2025-07-03,,Active,23,0.0000,12,2026-06-28,Direct
2116,867,3,SUB-00002116,2025-09-26,,Active,14,10.0000,36,2028-09-10,Partner
2117,868,21,SUB-00002117,2025-07-09,,Active,5,0.0000,12,2026-07-04,Direct
2118,868,18,SUB-00002118,2025-03-03,,Active,5,0.0000,24,2027-02-21,Partner
2119,868,1,SUB-00002119,2025-03-03,,Active,2,2.5000,12,2026-02-26,Direct
2120,869,5,SUB-00002120,2024-10-23,,Active,1,0.0000,12,2025-10-18,Direct
2121,869,18,SUB-00002121,2024-06-27,,Active,2,0.0000,24,2026-06-17,Direct
2122,869,15,SUB-00002122,2024-06-11,,Active,1,12.5000,12,2025-06-06,Partner
2123,870,21,SUB-00002123,2025-08-27,,Active,4,10.0000,36,2028-08-11,Partner
2124,870,13,SUB-00002124,2024-06-10,2025-02-28,Cancelled,2,5.0000,12,2025-06-05,Marketplace
2125,870,1,SUB-00002125,2025-01-14,2025-12-22,Cancelled,2,5.0000,12,2026-01-09,Partner
2126,870,10,SUB-00002126,2024-07-06,,Active,4,2.5000,24,2026-06-26,Marketplace
2127,871,19,SUB-00002127,2025-07-18,,Active,22,0.0000,24,2027-07-08,Marketplace
2128,871,14,SUB-00002128,2025-05-15,,Active,15,10.0000,36,2028-04-29,Marketplace
2129,872,9,SUB-00002129,2024-08-11,,Active,4,2.5000,36,2027-07-27,Direct
2130,873,23,SUB-00002130,2025-03-12,,Active,3,2.5000,36,2028-02-25,Partner
2131,873,2,SUB-00002131,2024-12-20,,Active,21,0.0000,12,2025-12-15,Partner
2132,873,15,SUB-00002132,2025-08-14,,Active,7,7.5000,36,2028-07-29,Partner
2133,874,5,SUB-00002133,2024-03-13,,Paused,3,7.5000,12,2025-03-08,Direct
2134,874,13,SUB-00002134,2024-10-11,,Active,5,7.5000,36,2027-09-26,Partner
2135,874,17,SUB-00002135,2025-09-19,,Active,4,2.5000,12,2026-09-14,Marketplace
2136,874,2,SUB-00002136,2025-09-02,,Active,2,10.0000,24,2027-08-23,Direct
2137,875,12,SUB-00002137,2024-12-12,2025-07-11,Cancelled,16,0.0000,24,2026-12-02,Direct
2138,875,19,SUB-00002138,2025-05-29,,Active,23,2.5000,24,2027-05-19,Marketplace
2139,875,7,SUB-00002139,2025-06-12,,Active,17,2.5000,12,2026-06-07,Partner
2140,875,24,SUB-00002140,2024-12-12,,Active,6,12.5000,12,2025-12-07,Marketplace
2141,876,14,SUB-00002141,2025-05-12,,Active,2,2.5000,12,2026-05-07,Direct
2142,876,6,SUB-00002142,2025-05-12,,Active,3,5.0000,12,2026-05-07,Marketplace
2143,876,2,SUB-00002143,2025-06-05,,Active,5,7.5000,12,2026-05-31,Marketplace
2144,877,4,SUB-00002144,2025-05-27,,Active,1,0.0000,12,2026-05-22,Partner
2145,878,2,SUB-00002145,2025-03-10,,Active,21,2.5000,36,2028-02-23,Direct
2146,879,1,SUB-00002146,2025-01-10,,Paused,2,5.0000,36,2027-12-26,Marketplace
2147,880,9,SUB-00002147,2024-11-08,,Active,1,0.0000,12,2025-11-03,Direct
2148,880,1,SUB-00002148,2024-05-20,,Active,2,7.5000,36,2027-05-05,Partner
2149,880,17,SUB-00002149,2024-05-20,,Active,2,0.0000,12,2025-05-15,Marketplace
2150,880,21,SUB-00002150,2025-04-20,,Active,1,12.5000,12,2026-04-15,Marketplace
2151,881,9,SUB-00002151,2024-11-04,,Active,1,0.0000,12,2025-10-30,Direct
2152,881,21,SUB-00002152,2025-04-12,,Active,3,12.5000,36,2028-03-27,Direct
2153,881,13,SUB-00002153,2024-11-22,,Active,5,0.0000,24,2026-11-12,Marketplace
2154,881,6,SUB-00002154,2024-11-04,,Active,4,10.0000,36,2027-10-20,Partner
2155,882,10,SUB-00002155,2025-05-11,,Active,19,0.0000,24,2027-05-01,Marketplace
2156,883,3,SUB-00002156,2025-01-05,,Active,25,2.5000,24,2026-12-26,Marketplace
2157,883,15,SUB-00002157,2024-02-01,,Active,14,12.5000,24,2026-01-21,Direct
2158,883,7,SUB-00002158,2024-12-29,,Active,6,0.0000,12,2025-12-24,Marketplace
2159,884,24,SUB-00002159,2024-12-10,,Active,25,0.0000,12,2025-12-05,Partner
2160,884,16,SUB-00002160,2025-04-24,,Active,18,0.0000,36,2028-04-08,Marketplace
2161,884,4,SUB-00002161,2024-07-23,2024-12-31,Cancelled,22,0.0000,36,2027-07-08,Partner
2162,885,14,SUB-00002162,2025-04-29,,Active,1,12.5000,12,2026-04-24,Partner
2163,886,1,SUB-00002163,2024-01-24,,Active,4,12.5000,36,2027-01-08,Direct
2164,886,9,SUB-00002164,2025-03-19,,Active,4,0.0000,12,2026-03-14,Marketplace
2165,886,21,SUB-00002165,2024-03-25,,Active,5,12.5000,12,2025-03-20,Partner
2166,886,6,SUB-00002166,2024-11-30,,Active,3,2.5000,24,2026-11-20,Direct
2167,887,21,SUB-00002167,2025-03-29,,Active,4,5.0000,36,2028-03-13,Marketplace
2168,887,6,SUB-00002168,2025-03-29,,Active,1,12.5000,24,2027-03-19,Partner
2169,887,13,SUB-00002169,2025-03-29,,Active,3,0.0000,36,2028-03-13,Direct
2170,887,2,SUB-00002170,2025-03-29,,Active,2,0.0000,36,2028-03-13,Direct
2171,888,11,SUB-00002171,2024-04-09,,Active,12,0.0000,36,2027-03-25,Partner
2172,889,13,SUB-00002172,2024-12-03,,Active,4,12.5000,12,2025-11-28,Partner
2173,890,8,SUB-00002173,2025-01-24,,Active,22,0.0000,12,2026-01-19,Direct
2174,891,1,SUB-00002174,2024-03-09,,Active,1,0.0000,12,2025-03-04,Direct
2175,892,22,SUB-00002175,2025-02-15,,Active,2,7.5000,36,2028-01-31,Direct
2176,892,10,SUB-00002176,2024-06-16,,Active,15,2.5000,36,2027-06-01,Marketplace
2177,892,7,SUB-00002177,2024-11-19,,Active,4,7.5000,24,2026-11-09,Marketplace
2178,892,15,SUB-00002178,2024-05-25,,Active,9,7.5000,24,2026-05-15,Partner
2179,893,13,SUB-00002179,2025-06-26,,Active,1,0.0000,12,2026-06-21,Partner
2180,893,2,SUB-00002180,2024-07-06,,Active,3,2.5000,12,2025-07-01,Partner
