PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentMethod,PaymentStatus,Amount,ReferenceNumber,ProcessorName
19422,20141,823,2026-05-29,Check,Settled,1069.2995,PAY-000019422,Manual
19423,20141,823,2026-05-20,ACH,Settled,627.5825,PAY-000019423,Manual
19424,20142,823,2025-06-26,Card,Settled,1221.4260,PAY-000019424,Manual
19425,20142,823,2025-06-08,ACH,Settled,644.9561,PAY-000019425,Fiserv
19426,20143,823,2025-07-24,Wire,Settled,846.2639,PAY-000019426,Manual
19427,20143,823,2025-07-02,ACH,Settled,760.2785,PAY-000019427,Adyen
19428,20144,823,2025-08-07,Check,Settled,1867.0947,PAY-000019428,Stripe
19429,20145,823,2025-09-21,ACH,Settled,3593.1690,PAY-000019429,Stripe
19430,20146,823,2025-10-14,Card,Settled,4476.3724,PAY-000019430,Adyen
19431,20147,823,2025-11-05,Check,Settled,2289.1006,PAY-000019431,Manual
19432,20148,823,2025-12-10,Wire,Settled,3309.9619,PAY-000019432,Manual
19433,20150,823,2026-02-12,Wire,Settled,3213.5225,PAY-000019433,Adyen
19434,20151,823,2026-04-22,ACH,Settled,808.2034,PAY-000019434,Manual
19435,20151,823,2026-04-28,Wire,Settled,395.9275,PAY-000019435,Fiserv
19436,20151,823,2026-04-29,Check,Settled,816.6691,PAY-000019436,Manual
19437,20152,823,2026-05-24,Check,Settled,1598.9159,PAY-000019437,Stripe
19438,20153,823,2025-08-30,Card,Settled,17023.9211,PAY-000019438,Adyen
19439,20154,823,2025-09-30,Wire,Settled,16794.0364,PAY-000019439,Manual
19440,20155,823,2025-10-03,Wire,Settled,16947.3910,PAY-000019440,Adyen
19441,20156,823,2025-11-18,Check,Settled,7429.9130,PAY-000019441,Stripe
19442,20156,823,2025-11-11,Card,Settled,3852.9521,PAY-000019442,Adyen
19443,20157,823,2025-12-13,Check,Settled,1821.1188,PAY-000019443,Fiserv
19444,20157,823,2025-12-03,Wire,Settled,6488.4710,PAY-000019444,Stripe
19445,20159,823,2026-02-27,Wire,Settled,5618.6941,PAY-000019445,Fiserv
19446,20159,823,2026-02-07,ACH,Settled,2780.6168,PAY-000019446,Fiserv
19447,20159,823,2026-03-01,Card,Settled,1605.4656,PAY-000019447,Stripe
19448,20160,823,2026-04-29,Check,Settled,5940.4719,PAY-000019448,Stripe
19449,20160,823,2026-04-22,Wire,Settled,772.0311,PAY-000019449,Adyen
19450,20160,823,2026-04-15,Wire,Settled,2399.4664,PAY-000019450,Manual
19451,20161,823,2026-05-19,Check,Settled,18404.3224,PAY-000019451,Adyen
19452,20163,823,2025-07-04,Card,Settled,2362.6113,PAY-000019452,Adyen
19453,20164,823,2025-08-04,Card,Settled,1597.8165,PAY-000019453,Fiserv
19454,20165,823,2025-09-24,ACH,Settled,1295.0309,PAY-000019454,Fiserv
19455,20166,823,2025-10-27,Card,Settled,2215.3980,PAY-000019455,Stripe
19456,20167,823,2025-11-10,ACH,Settled,2392.7901,PAY-000019456,Stripe
19457,20168,823,2025-12-17,Card,Settled,2090.3326,PAY-000019457,Stripe
19458,20169,823,2026-01-30,Card,Settled,2919.8070,PAY-000019458,Adyen
19459,20171,823,2026-04-29,Card,Settled,2364.1402,PAY-000019459,Fiserv
19460,20172,823,2026-05-11,Card,Settled,2343.0507,PAY-000019460,Adyen
19461,20173,824,2025-07-08,ACH,Settled,42.4139,PAY-000019461,Adyen
19462,20173,824,2025-07-24,Card,Settled,94.8570,PAY-000019462,Stripe
19463,20174,824,2025-08-30,Check,Settled,185.6389,PAY-000019463,Manual
19464,20175,824,2025-09-04,Wire,Settled,125.2272,PAY-000019464,Stripe
19465,20176,824,2025-10-30,Check,Settled,179.6768,PAY-000019465,Manual
19466,20177,824,2025-11-06,Wire,Settled,189.7498,PAY-000019466,Adyen
19467,20178,824,2025-12-08,Card,Settled,54.0705,PAY-000019467,Adyen
19468,20178,824,2025-12-20,Check,Settled,23.8829,PAY-000019468,Adyen
19469,20179,824,2026-01-28,Wire,Settled,191.2970,PAY-000019469,Fiserv
19470,20180,824,2026-02-08,ACH,Settled,53.9874,PAY-000019470,Manual
19471,20180,824,2026-02-05,ACH,Settled,11.5295,PAY-000019471,Stripe
19472,20180,824,2026-02-22,Card,Settled,44.8580,PAY-000019472,Fiserv
19473,20182,824,2026-05-29,ACH,Settled,155.7274,PAY-000019473,Stripe
19474,20183,824,2025-07-10,ACH,Settled,23.1559,PAY-000019474,Stripe
19475,20184,824,2025-08-21,Check,Settled,46.0965,PAY-000019475,Adyen
19476,20185,824,2025-09-21,Check,Settled,45.3745,PAY-000019476,Adyen
19477,20186,824,2025-10-02,Card,Settled,41.4100,PAY-000019477,Manual
19478,20187,824,2025-11-02,Card,Settled,44.4836,PAY-000019478,Stripe
19479,20188,824,2025-12-03,Check,Settled,41.1267,PAY-000019479,Manual
19480,20189,824,2026-01-28,Wire,Settled,28.6017,PAY-000019480,Stripe
19481,20190,824,2026-02-25,Check,Settled,34.2934,PAY-000019481,Manual
19482,20191,824,2026-04-12,Card,Settled,29.5781,PAY-000019482,Stripe
19483,20192,824,2026-05-10,Wire,Settled,14.2816,PAY-000019483,Stripe
19484,20192,824,2026-05-04,Card,Settled,10.4245,PAY-000019484,Fiserv
19485,20192,824,2026-05-04,Wire,Settled,6.1548,PAY-000019485,Stripe
19486,20193,825,2025-06-30,Check,Settled,51183.9068,PAY-000019486,Adyen
19487,20194,825,2025-07-03,Card,Settled,43280.7608,PAY-000019487,Adyen
19488,20195,825,2025-08-30,Card,Settled,12682.6747,PAY-000019488,Stripe
19489,20195,825,2025-08-30,ACH,Settled,16448.6818,PAY-000019489,Manual
19490,20195,825,2025-08-15,Wire,Settled,24798.1330,PAY-000019490,Adyen
19491,20196,825,2025-09-24,ACH,Settled,39413.7040,PAY-000019491,Manual
19492,20197,825,2025-10-03,ACH,Settled,14338.7339,PAY-000019492,Adyen
19493,20197,825,2025-10-04,Check,Settled,8623.9150,PAY-000019493,Adyen
19494,20197,825,2025-10-18,Wire,Settled,24599.1684,PAY-000019494,Stripe
19495,20199,825,2025-12-30,ACH,Settled,48363.4284,PAY-000019495,Stripe
19496,20200,825,2026-01-24,Card,Settled,70628.3706,PAY-000019496,Stripe
19497,20201,825,2026-02-28,Wire,Settled,45835.8188,PAY-000019497,Fiserv
19498,20202,825,2026-04-01,Check,Settled,73379.4874,PAY-000019498,Stripe
19499,20203,825,2026-05-20,Check,Settled,71676.5110,PAY-000019499,Stripe
19500,20205,826,2025-07-30,Check,Settled,101.3119,PAY-000019500,Adyen
19501,20206,826,2025-08-23,Check,Settled,185.3453,PAY-000019501,Stripe
19502,20207,826,2025-09-01,ACH,Settled,144.4735,PAY-000019502,Fiserv
19503,20209,826,2025-11-12,ACH,Settled,189.8996,PAY-000019503,Adyen
19504,20210,826,2025-12-12,ACH,Settled,110.2280,PAY-000019504,Adyen
19505,20211,826,2026-01-13,Card,Settled,181.9529,PAY-000019505,Adyen
19506,20212,826,2026-02-23,Check,Settled,186.0453,PAY-000019506,Adyen
19507,20213,826,2026-04-05,Card,Settled,164.0534,PAY-000019507,Stripe
19508,20214,826,2026-05-16,Card,Settled,76.2783,PAY-000019508,Manual
19509,20214,826,2026-05-15,Check,Settled,45.5936,PAY-000019509,Manual
19510,20214,826,2026-05-30,Wire,Settled,32.2839,PAY-000019510,Manual
19511,20215,826,2025-06-30,Wire,Settled,1047.0003,PAY-000019511,Stripe
19512,20216,826,2025-07-19,Wire,Settled,885.3232,PAY-000019512,Manual
19513,20217,826,2025-08-30,Card,Settled,1158.8610,PAY-000019513,Adyen
19514,20218,826,2025-09-03,Wire,Settled,515.4330,PAY-000019514,Stripe
19515,20219,826,2025-10-27,Wire,Settled,681.0469,PAY-000019515,Fiserv
19516,20220,826,2025-11-02,Card,Settled,1749.7290,PAY-000019516,Manual
19517,20221,826,2025-12-13,ACH,Settled,631.4463,PAY-000019517,Fiserv
19518,20222,826,2026-01-16,Card,Settled,486.3113,PAY-000019518,Adyen
19519,20225,826,2026-05-25,Card,Settled,564.2404,PAY-000019519,Stripe
19520,20226,827,2025-06-11,ACH,Settled,11176.8704,PAY-000019520,Adyen
19521,20227,827,2025-07-15,Check,Settled,11348.5361,PAY-000019521,Stripe
19522,20228,827,2025-08-17,Check,Settled,11819.1060,PAY-000019522,Stripe
19523,20230,827,2025-10-30,Card,Settled,8687.1558,PAY-000019523,Fiserv
19524,20231,827,2025-11-28,Check,Settled,11025.0761,PAY-000019524,Adyen
19525,20232,827,2025-12-26,Wire,Settled,10750.9843,PAY-000019525,Stripe
19526,20234,827,2026-02-11,Wire,Settled,3781.2775,PAY-000019526,Stripe
19527,20234,827,2026-02-10,Check,Settled,3357.8702,PAY-000019527,Fiserv
19528,20235,827,2026-04-08,ACH,Settled,11115.1926,PAY-000019528,Adyen
19529,20236,827,2026-05-21,ACH,Settled,10104.8795,PAY-000019529,Fiserv
19530,20237,828,2025-08-04,Card,Settled,248.4871,PAY-000019530,Fiserv
19531,20238,828,2025-09-18,Wire,Settled,29.6236,PAY-000019531,Manual
19532,20238,828,2025-09-29,Wire,Settled,98.4515,PAY-000019532,Adyen
19533,20239,828,2025-10-12,ACH,Settled,268.6618,PAY-000019533,Stripe
19534,20241,828,2025-12-18,Card,Settled,251.1112,PAY-000019534,Adyen
19535,20242,828,2026-01-22,Check,Settled,68.0855,PAY-000019535,Stripe
19536,20242,828,2026-01-30,Check,Settled,41.7831,PAY-000019536,Stripe
19537,20243,828,2026-02-26,ACH,Settled,268.0712,PAY-000019537,Stripe
19538,20244,828,2026-04-21,ACH,Settled,37.3973,PAY-000019538,Stripe
19539,20244,828,2026-04-25,Wire,Settled,58.7107,PAY-000019539,Fiserv
19540,20245,828,2026-05-29,ACH,Settled,136.3879,PAY-000019540,Manual
19541,20245,828,2026-05-03,ACH,Settled,86.8160,PAY-000019541,Adyen
19542,20246,828,2025-10-29,Check,Settled,666.8118,PAY-000019542,Manual
19543,20247,828,2025-11-02,Card,Settled,265.6570,PAY-000019543,Stripe
19544,20247,828,2025-11-04,ACH,Settled,184.3219,PAY-000019544,Stripe
19545,20248,828,2025-12-30,ACH,Settled,142.3753,PAY-000019545,Manual
19546,20248,828,2025-12-15,ACH,Settled,32.0139,PAY-000019546,Fiserv
19547,20248,828,2025-12-25,Card,Settled,66.9791,PAY-000019547,Adyen
19548,20250,828,2026-03-02,ACH,Settled,654.9494,PAY-000019548,Fiserv
19549,20251,828,2026-04-26,Card,Settled,669.5178,PAY-000019549,Fiserv
19550,20252,828,2026-05-16,Check,Settled,671.9775,PAY-000019550,Adyen
19551,20253,829,2025-06-21,Card,Settled,13796.1345,PAY-000019551,Manual
19552,20254,829,2025-07-30,ACH,Settled,14681.8022,PAY-000019552,Adyen
19553,20255,829,2025-08-20,Card,Settled,14358.1630,PAY-000019553,Fiserv
19554,20256,829,2025-09-15,Check,Settled,12770.4693,PAY-000019554,Adyen
19555,20257,829,2025-10-07,Wire,Settled,12782.1895,PAY-000019555,Manual
19556,20258,829,2025-11-18,Wire,Settled,12320.4106,PAY-000019556,Adyen
19557,20259,829,2025-12-30,Check,Settled,7623.3135,PAY-000019557,Manual
19558,20260,829,2026-01-16,ACH,Settled,14025.5176,PAY-000019558,Stripe
19559,20261,829,2026-03-02,ACH,Settled,14530.1739,PAY-000019559,Adyen
19560,20262,829,2026-04-30,ACH,Settled,12811.0947,PAY-000019560,Adyen
19561,20263,829,2026-05-19,Card,Settled,14058.8898,PAY-000019561,Adyen
19562,20264,829,2025-06-30,Card,Settled,519.5260,PAY-000019562,Stripe
19563,20265,829,2025-07-11,Wire,Settled,399.4861,PAY-000019563,Adyen
19564,20266,829,2025-08-01,ACH,Settled,515.3698,PAY-000019564,Adyen
19565,20267,829,2025-09-20,Card,Settled,480.7186,PAY-000019565,Fiserv
19566,20268,829,2025-10-07,Wire,Settled,645.0989,PAY-000019566,Stripe
19567,20269,829,2025-11-11,Check,Settled,289.2355,PAY-000019567,Manual
19568,20270,829,2025-12-20,Card,Settled,425.8172,PAY-000019568,Adyen
19569,20271,829,2026-01-30,Check,Settled,291.9329,PAY-000019569,Adyen
19570,20272,829,2026-02-28,ACH,Settled,346.9457,PAY-000019570,Stripe
19571,20273,829,2026-04-28,Check,Settled,38.6919,PAY-000019571,Manual
19572,20273,829,2026-04-20,Wire,Settled,105.4650,PAY-000019572,Adyen
19573,20274,829,2026-05-06,Card,Settled,183.2266,PAY-000019573,Fiserv
19574,20275,829,2025-06-07,Card,Settled,1764.8080,PAY-000019574,Manual
19575,20275,829,2025-06-03,Card,Settled,435.7467,PAY-000019575,Fiserv
19576,20275,829,2025-06-19,ACH,Settled,618.6624,PAY-000019576,Fiserv
19577,20276,829,2025-07-24,Check,Settled,3509.4952,PAY-000019577,Manual
19578,20277,829,2025-08-30,Check,Settled,3729.2393,PAY-000019578,Fiserv
19579,20278,829,2025-09-29,Card,Settled,3249.9640,PAY-000019579,Manual
19580,20279,829,2025-10-22,Wire,Settled,3341.4671,PAY-000019580,Fiserv
19581,20280,829,2025-11-03,ACH,Settled,4330.9807,PAY-000019581,Fiserv
19582,20281,829,2025-12-30,Check,Settled,3055.4546,PAY-000019582,Stripe
19583,20283,829,2026-02-23,Wire,Settled,3238.3601,PAY-000019583,Adyen
19584,20284,829,2026-04-16,Wire,Settled,2969.3618,PAY-000019584,Adyen
19585,20286,830,2025-07-24,Card,Settled,34.6960,PAY-000019585,Manual
19586,20287,830,2025-08-25,Card,Settled,44.2226,PAY-000019586,Adyen
19587,20288,830,2025-09-23,Wire,Settled,26.0010,PAY-000019587,Stripe
19588,20289,830,2025-10-21,Wire,Settled,24.6974,PAY-000019588,Adyen
19589,20291,830,2025-12-30,Check,Settled,28.6966,PAY-000019589,Manual
19590,20292,830,2026-01-28,Card,Settled,25.6867,PAY-000019590,Fiserv
19591,20293,830,2026-02-17,Card,Settled,31.7528,PAY-000019591,Fiserv
19592,20294,830,2026-04-28,Wire,Settled,7.1837,PAY-000019592,Fiserv
19593,20294,830,2026-04-30,Check,Settled,5.1319,PAY-000019593,Stripe
19594,20294,830,2026-04-24,ACH,Settled,7.8891,PAY-000019594,Stripe
19595,20295,830,2026-05-07,Card,Settled,42.3397,PAY-000019595,Adyen
19596,20296,830,2025-06-02,Card,Settled,125.9500,PAY-000019596,Adyen
19597,20299,830,2025-09-13,ACH,Settled,197.4072,PAY-000019597,Manual
19598,20300,830,2025-10-03,Wire,Settled,153.6662,PAY-000019598,Fiserv
19599,20301,830,2025-11-30,Card,Settled,179.6386,PAY-000019599,Fiserv
19600,20302,830,2025-12-21,Card,Settled,103.3101,PAY-000019600,Fiserv
19601,20304,830,2026-02-17,Card,Settled,207.5165,PAY-000019601,Fiserv
19602,20305,830,2026-04-11,Check,Settled,190.0478,PAY-000019602,Stripe
19603,20306,830,2026-05-11,Wire,Settled,181.8419,PAY-000019603,Fiserv
19604,20307,830,2025-06-06,ACH,Settled,123.9821,PAY-000019604,Manual
19605,20309,830,2025-08-10,Card,Settled,95.9962,PAY-000019605,Manual
19606,20310,830,2025-09-16,Check,Settled,110.2189,PAY-000019606,Manual
19607,20311,830,2025-10-18,Wire,Settled,100.8609,PAY-000019607,Fiserv
19608,20312,830,2025-11-24,Check,Settled,67.7011,PAY-000019608,Stripe
19609,20313,830,2025-12-12,Wire,Settled,110.6169,PAY-000019609,Manual
19610,20314,830,2026-01-17,ACH,Settled,102.2459,PAY-000019610,Stripe
19611,20315,830,2026-02-14,Check,Settled,97.5255,PAY-000019611,Manual
19612,20316,830,2026-04-05,Check,Settled,113.7337,PAY-000019612,Manual
19613,20317,830,2026-05-11,Card,Settled,114.2379,PAY-000019613,Manual
19614,20318,830,2025-08-20,ACH,Settled,2206.8567,PAY-000019614,Manual
19615,20319,830,2025-09-17,Wire,Settled,2162.4487,PAY-000019615,Stripe
19616,20320,830,2025-10-28,Check,Settled,2280.4106,PAY-000019616,Adyen
19617,20321,830,2025-11-18,ACH,Settled,2222.0160,PAY-000019617,Fiserv
19618,20322,830,2025-12-16,Wire,Settled,2229.1637,PAY-000019618,Adyen
19619,20323,830,2026-01-30,ACH,Settled,2146.8828,PAY-000019619,Adyen
19620,20324,830,2026-02-09,Card,Settled,2201.3359,PAY-000019620,Adyen
19621,20325,830,2026-04-15,ACH,Settled,2193.6929,PAY-000019621,Adyen
19622,20326,830,2026-05-12,ACH,Settled,2189.0719,PAY-000019622,Fiserv
19623,20327,831,2025-06-30,Wire,Settled,26.1838,PAY-000019623,Stripe
19624,20328,831,2025-07-23,Card,Settled,46.2625,PAY-000019624,Stripe
19625,20329,831,2025-08-07,Wire,Settled,36.7799,PAY-000019625,Adyen
19626,20330,831,2025-09-14,ACH,Settled,23.2211,PAY-000019626,Adyen
19627,20331,831,2025-10-13,Card,Settled,28.4023,PAY-000019627,Stripe
19628,20332,831,2025-11-15,Card,Settled,42.1161,PAY-000019628,Manual
19629,20334,831,2026-01-14,Wire,Settled,24.5241,PAY-000019629,Manual
19630,20334,831,2026-01-21,ACH,Settled,13.9371,PAY-000019630,Stripe
19631,20335,831,2026-02-10,Check,Settled,37.4388,PAY-000019631,Stripe
19632,20336,831,2026-04-08,Wire,Settled,38.7046,PAY-000019632,Adyen
19633,20339,831,2025-07-01,Check,Settled,24.4877,PAY-000019633,Fiserv
19634,20339,831,2025-07-27,ACH,Settled,8.1285,PAY-000019634,Fiserv
19635,20339,831,2025-07-24,ACH,Settled,15.3201,PAY-000019635,Adyen
19636,20341,831,2025-09-18,ACH,Settled,95.1776,PAY-000019636,Adyen
19637,20342,831,2025-10-30,Wire,Settled,62.4183,PAY-000019637,Adyen
19638,20343,831,2025-11-19,Check,Settled,19.3679,PAY-000019638,Stripe
19639,20343,831,2025-11-30,Wire,Settled,21.1947,PAY-000019639,Fiserv
19640,20344,831,2025-12-14,Card,Settled,75.3407,PAY-000019640,Stripe
19641,20346,831,2026-02-25,Check,Settled,81.1776,PAY-000019641,Stripe
19642,20347,831,2026-04-07,Wire,Settled,97.1193,PAY-000019642,Stripe
19643,20348,831,2026-05-02,Check,Settled,73.0049,PAY-000019643,Stripe
19644,20349,832,2025-06-30,ACH,Settled,1025.8982,PAY-000019644,Fiserv
19645,20350,832,2025-07-05,Card,Settled,637.1429,PAY-000019645,Manual
19646,20351,832,2025-08-20,Wire,Settled,1092.1186,PAY-000019646,Manual
19647,20352,832,2025-09-01,Card,Settled,1533.3747,PAY-000019647,Fiserv
19648,20353,832,2025-10-27,Check,Settled,1191.8224,PAY-000019648,Adyen
19649,20354,832,2025-11-29,Check,Settled,747.8897,PAY-000019649,Fiserv
19650,20355,832,2025-12-27,ACH,Settled,1470.8366,PAY-000019650,Adyen
19651,20357,832,2026-02-14,Wire,Settled,692.6385,PAY-000019651,Adyen
19652,20358,832,2026-04-28,ACH,Settled,119.9490,PAY-000019652,Manual
19653,20358,832,2026-04-03,ACH,Settled,164.9263,PAY-000019653,Stripe
19654,20358,832,2026-04-28,ACH,Settled,108.3486,PAY-000019654,Adyen
19655,20359,832,2026-05-24,Card,Settled,200.3671,PAY-000019655,Stripe
19656,20359,832,2026-05-30,Check,Settled,685.5322,PAY-000019656,Fiserv
19657,20360,832,2025-09-04,Wire,Settled,9.3580,PAY-000019657,Adyen
19658,20360,832,2025-09-11,Card,Settled,10.1836,PAY-000019658,Manual
19659,20360,832,2025-09-06,ACH,Settled,8.0665,PAY-000019659,Stripe
19660,20361,832,2025-10-11,Check,Settled,47.7425,PAY-000019660,Adyen
19661,20362,832,2025-11-15,Check,Settled,35.8277,PAY-000019661,Fiserv
19662,20363,832,2025-12-11,Card,Settled,5.7033,PAY-000019662,Stripe
19663,20363,832,2025-12-25,Check,Settled,6.4753,PAY-000019663,Manual
19664,20365,832,2026-02-11,Wire,Settled,30.5023,PAY-000019664,Fiserv
19665,20366,832,2026-04-13,Check,Settled,29.4330,PAY-000019665,Stripe
19666,20367,832,2026-05-04,Wire,Settled,21.8237,PAY-000019666,Stripe
19667,20408,834,2025-06-15,Check,Settled,2689.3513,PAY-000019667,Stripe
19668,20409,834,2025-07-17,ACH,Settled,4494.8921,PAY-000019668,Fiserv
19669,20410,834,2025-08-13,Check,Settled,4654.4388,PAY-000019669,Adyen
19670,20411,834,2025-09-26,Check,Settled,4106.6911,PAY-000019670,Manual
19671,20412,834,2025-10-05,ACH,Settled,3353.4055,PAY-000019671,Stripe
19672,20414,834,2025-12-04,Card,Settled,4653.9593,PAY-000019672,Stripe
19673,20415,834,2026-01-04,Check,Settled,2772.5235,PAY-000019673,Fiserv
19674,20417,834,2026-04-06,ACH,Settled,4780.8636,PAY-000019674,Manual
19675,20418,834,2026-05-21,Check,Settled,2424.9301,PAY-000019675,Adyen
19676,20419,834,2025-06-30,ACH,Settled,3650.9060,PAY-000019676,Fiserv
19677,20420,834,2025-07-27,ACH,Settled,3527.7597,PAY-000019677,Manual
19678,20421,834,2025-06-13,ACH,Settled,1742.4352,PAY-000019678,Manual
19679,20421,834,2025-06-21,Check,Settled,1212.9817,PAY-000019679,Stripe
19680,20422,834,2025-07-29,Card,Settled,3673.8052,PAY-000019680,Stripe
19681,20424,834,2025-09-16,Card,Settled,3283.8679,PAY-000019681,Adyen
19682,20425,834,2025-10-06,Card,Settled,4592.8440,PAY-000019682,Fiserv
19683,20426,834,2025-11-30,Wire,Settled,5368.9236,PAY-000019683,Fiserv
19684,20427,834,2025-12-27,Check,Settled,4994.5206,PAY-000019684,Fiserv
19685,20428,834,2026-01-15,Card,Settled,3133.3905,PAY-000019685,Fiserv
19686,20429,834,2026-02-15,Check,Settled,3891.3714,PAY-000019686,Fiserv
19687,20430,834,2026-04-15,Card,Settled,4903.2860,PAY-000019687,Stripe
19688,20431,834,2026-05-17,Wire,Settled,5400.5045,PAY-000019688,Manual
19689,20432,834,2025-06-30,ACH,Settled,183.3166,PAY-000019689,Adyen
19690,20433,834,2025-07-20,ACH,Settled,212.0373,PAY-000019690,Fiserv
19691,20435,834,2025-09-17,Wire,Settled,109.5741,PAY-000019691,Fiserv
19692,20435,834,2025-09-05,ACH,Settled,68.9725,PAY-000019692,Adyen
19693,20437,834,2025-11-30,ACH,Settled,721.6176,PAY-000019693,Stripe
19694,20438,834,2025-12-22,ACH,Settled,592.8535,PAY-000019694,Adyen
19695,20439,834,2026-01-06,Wire,Settled,76.2002,PAY-000019695,Manual
19696,20439,834,2026-01-16,Card,Settled,32.8731,PAY-000019696,Manual
19697,20440,834,2026-02-03,Check,Settled,219.5159,PAY-000019697,Fiserv
19698,20441,834,2026-04-18,Card,Settled,221.9951,PAY-000019698,Stripe
19699,20442,834,2026-05-04,ACH,Settled,67.2147,PAY-000019699,Stripe
19700,20442,834,2026-05-07,Card,Settled,24.6293,PAY-000019700,Fiserv
19701,20442,834,2026-05-30,Check,Settled,60.0660,PAY-000019701,Manual
19702,20443,835,2025-06-14,Card,Settled,5659.3154,PAY-000019702,Fiserv
19703,20444,835,2025-07-21,ACH,Settled,5433.3428,PAY-000019703,Fiserv
19704,20445,835,2025-08-03,ACH,Settled,5720.5330,PAY-000019704,Fiserv
19705,20446,835,2025-09-30,ACH,Settled,6526.4437,PAY-000019705,Fiserv
19706,20448,835,2025-11-06,Wire,Settled,5557.5903,PAY-000019706,Stripe
19707,20449,835,2025-12-29,Wire,Settled,6084.2634,PAY-000019707,Fiserv
19708,20450,835,2026-01-02,Wire,Settled,5939.5913,PAY-000019708,Fiserv
19709,20451,835,2026-02-20,Card,Settled,1258.1891,PAY-000019709,Adyen
19710,20451,835,2026-02-26,Wire,Settled,1577.1119,PAY-000019710,Manual
19711,20451,835,2026-02-11,Card,Settled,874.3150,PAY-000019711,Adyen
19712,20452,835,2026-04-28,Wire,Settled,5002.1558,PAY-000019712,Manual
19713,20453,835,2026-05-30,ACH,Settled,6364.9951,PAY-000019713,Manual
19714,20454,835,2025-06-27,Wire,Settled,32570.8802,PAY-000019714,Stripe
19715,20455,835,2025-07-29,Check,Settled,33170.2738,PAY-000019715,Stripe
19716,20456,835,2025-08-03,Wire,Settled,14910.6137,PAY-000019716,Manual
19717,20456,835,2025-08-26,Check,Settled,1702.3539,PAY-000019717,Adyen
19718,20456,835,2025-08-14,Check,Settled,5326.2386,PAY-000019718,Fiserv
19719,20457,835,2025-09-29,Card,Settled,40292.1463,PAY-000019719,Manual
19720,20459,835,2025-11-30,ACH,Settled,35613.9144,PAY-000019720,Fiserv
19721,20460,835,2025-12-01,Wire,Settled,41637.9890,PAY-000019721,Adyen
19722,20461,835,2026-01-30,Wire,Settled,6577.6195,PAY-000019722,Stripe
19723,20461,835,2026-01-15,Check,Settled,10345.0015,PAY-000019723,Fiserv
19724,20462,835,2026-02-07,Card,Settled,32429.5512,PAY-000019724,Manual
19725,20463,835,2026-04-29,Check,Settled,35673.1073,PAY-000019725,Stripe
19726,20464,835,2026-05-30,Wire,Settled,42204.7483,PAY-000019726,Fiserv
19727,20465,835,2025-06-08,Wire,Settled,3356.3899,PAY-000019727,Fiserv
19728,20466,835,2025-07-30,Check,Settled,4155.0805,PAY-000019728,Manual
19729,20467,835,2025-08-02,ACH,Settled,1769.1597,PAY-000019729,Stripe
19730,20468,835,2025-09-30,Wire,Settled,2134.5800,PAY-000019730,Fiserv
19731,20469,835,2025-10-25,Check,Settled,3626.3426,PAY-000019731,Adyen
19732,20470,835,2025-11-16,Check,Settled,3804.7786,PAY-000019732,Fiserv
19733,20471,835,2025-12-30,Wire,Settled,1861.5790,PAY-000019733,Stripe
19734,20472,835,2026-01-30,ACH,Settled,3767.5748,PAY-000019734,Fiserv
19735,20473,835,2026-02-03,Check,Settled,1966.9065,PAY-000019735,Stripe
19736,20474,835,2026-04-30,ACH,Settled,2043.7948,PAY-000019736,Adyen
19737,20476,835,2025-09-14,Card,Settled,2917.1833,PAY-000019737,Fiserv
19738,20477,835,2025-10-07,ACH,Settled,1450.3969,PAY-000019738,Manual
19739,20479,835,2025-12-30,ACH,Settled,2978.5871,PAY-000019739,Manual
19740,20480,835,2026-01-01,Check,Settled,2429.1956,PAY-000019740,Stripe
19741,20481,835,2026-02-04,Check,Settled,3084.7186,PAY-000019741,Manual
19742,20482,835,2026-04-07,ACH,Settled,4235.4279,PAY-000019742,Stripe
19743,20483,835,2026-05-06,Wire,Settled,1612.9564,PAY-000019743,Manual
19744,20484,836,2025-06-10,Check,Settled,63.5528,PAY-000019744,Manual
19745,20486,836,2025-08-08,ACH,Settled,83.2717,PAY-000019745,Stripe
19746,20487,836,2025-09-30,Wire,Settled,35.1282,PAY-000019746,Manual
19747,20488,836,2025-10-14,Check,Settled,59.3755,PAY-000019747,Stripe
19748,20489,836,2025-11-30,Wire,Settled,79.5189,PAY-000019748,Adyen
19749,20490,837,2025-06-09,Card,Settled,14817.6134,PAY-000019749,Stripe
19750,20490,837,2025-06-10,Check,Settled,5301.9836,PAY-000019750,Adyen
19751,20490,837,2025-06-30,Card,Settled,3053.5156,PAY-000019751,Adyen
19752,20491,837,2025-07-01,ACH,Settled,27032.0623,PAY-000019752,Manual
19753,20492,837,2025-08-02,Wire,Settled,41166.9317,PAY-000019753,Adyen
19754,20493,837,2025-09-30,Card,Settled,43514.5094,PAY-000019754,Stripe
19755,20496,837,2025-12-05,Check,Settled,20780.5865,PAY-000019755,Stripe
19756,20496,837,2025-12-29,Check,Settled,15175.4651,PAY-000019756,Adyen
19757,20496,837,2025-12-14,Check,Settled,13563.6779,PAY-000019757,Fiserv
19758,20497,837,2026-01-23,ACH,Settled,66669.6939,PAY-000019758,Manual
19759,20498,837,2026-02-15,ACH,Settled,33369.7957,PAY-000019759,Adyen
19760,20499,837,2026-04-12,Card,Settled,4449.4837,PAY-000019760,Adyen
